"attribute_set","available_for","name","theme_bg","allerretour","category_ids","depart","destination","price","websites","sku","typebillet","theme_color","typesalle","description","short_description","image","status","store","visibility","groupscatalog2_groups","type","tax_class_id"
"barcodeticket","","Expérience Thermale Mardi/Mercredi/Jeudi/Dimanche Spa du Verger","spamm","","13,59","Baie Saint-Paul","","35.0000","base","spavergexth","","000000","","<p>On craque pour l&rsquo;exp&eacute;rience thermale : bassins ext&eacute;rieurs chaud/froid, sauna finlandais, bain vapeur &agrave; l&rsquo;eucalyptus, douche nordique et fontaine &agrave; neige. Le port d'un maillot de bain et de sandales est obligatoire.</p>
<p>Les cellulaires, la cigarette et les boissons alcoolis&eacute;es sont interdits. L'acc&egrave;s au Spa du Verger et &agrave; l'Exp&eacute;rience thermale est r&eacute;serv&eacute; aux personnes de 16 ans et plus.</p>
<p>Les enfants de 6 &agrave; 15 ans peuvent accompagner leurs parents dans les bassins ext&eacute;rieurs entre 9 h et midi durant l'&eacute;t&eacute; et entre 14 h 30 et 17 h 30 durant l'hiver.</p>
<p><span style=""color: #ff0000;""><strong>Ce Billet n'est utilisable que les Mardi, Mercredi, Jeudi et Dimanche</strong></span></p>","On craque pour l’expérience thermale : bassins extérieurs chaud/froid, sauna finlandais, bain vapeur à l’eucalyptus, douche nordique et fontaine à neige.
Le port d'un maillot de bain et de sandales est obligatoire. Les cellulaires, la cigarette et les boissons alcoolisées sont interdits.

L'accès au Spa du Verger et à l'Expérience thermale est réservé aux personnes de 16 ans et plus.

Les enfants de 6 à 15 ans peuvent accompagner leurs parents dans les bassins extérieurs entre 9 h et midi durant l'été et entre 14 h 30 et 17 h 30 durant l'hiver.","/s/p/spa_du_verger.jpg","Désactivé","francais","Catalogue, Recherche","[ USE DEFAULT ]","virtual","Taxable Goods"
"barcodeticket","","Expérience Thermale Vendredi et Samedi Spa du Verger","spavs","","13,59","Baie Saint-Paul","","45.0000","base","spavergvensam","","000000","","<p>On craque pour l&rsquo;exp&eacute;rience thermale : bassins ext&eacute;rieurs chaud/froid, sauna finlandais, bain vapeur &agrave; l&rsquo;eucalyptus, douche nordique et fontaine &agrave; neige. Le port d'un maillot de bain et de sandales est obligatoire.</p>
<p>Les cellulaires, la cigarette et les boissons alcoolis&eacute;es sont interdits. L'acc&egrave;s au Spa du Verger et &agrave; l'Exp&eacute;rience thermale est r&eacute;serv&eacute; aux personnes de 16 ans et plus.</p>
<p>Les enfants de 6 &agrave; 15 ans peuvent accompagner leurs parents dans les bassins ext&eacute;rieurs entre 9 h et midi durant l'&eacute;t&eacute; et entre 14 h 30 et 17 h 30 durant l'hiver.</p>
<p><span style=""color: #ff0000;""><strong>Ce Billet n'est utilisable que les Vendredi et Samedi</strong></span></p>","On craque pour l’expérience thermale : bassins extérieurs chaud/froid, sauna finlandais, bain vapeur à l’eucalyptus, douche nordique et fontaine à neige.
Le port d'un maillot de bain et de sandales est obligatoire. Les cellulaires, la cigarette et les boissons alcoolisées sont interdits.

L'accès au Spa du Verger et à l'Expérience thermale est réservé aux personnes de 16 ans et plus.

Les enfants de 6 à 15 ans peuvent accompagner leurs parents dans les bassins extérieurs entre 9 h et midi durant l'été et entre 14 h 30 et 17 h 30 durant l'hiver.","/s/p/spa_du_verger_1.jpg","Désactivé","francais","Catalogue, Recherche","[ USE DEFAULT ]","virtual","Taxable Goods"
"barcodeticket","","Expérience Thermale Lundi Spa du Verger","spa","","13,59","Baie Saint-Paul","","25.0000","base","spaverglun","","000000","","<p>On craque pour l&rsquo;exp&eacute;rience thermale : bassins ext&eacute;rieurs chaud/froid, sauna finlandais, bain vapeur &agrave; l&rsquo;eucalyptus, douche nordique et fontaine &agrave; neige. Le port d'un maillot de bain et de sandales est obligatoire.</p>
<p>Les cellulaires, la cigarette et les boissons alcoolis&eacute;es sont interdits. L'acc&egrave;s au Spa du Verger et &agrave; l'Exp&eacute;rience thermale est r&eacute;serv&eacute; aux personnes de 16 ans et plus.</p>
<p>Les enfants de 6 &agrave; 15 ans peuvent accompagner leurs parents dans les bassins ext&eacute;rieurs entre 9 h et midi durant l'&eacute;t&eacute; et entre 14 h 30 et 17 h 30 durant l'hiver.</p>
<p><span style=""color: #ff0000;""><strong>Ce Billet n'est utilisable que les Lundi</strong></span></p>","On craque pour l’expérience thermale : bassins extérieurs chaud/froid, sauna finlandais, bain vapeur à l’eucalyptus, douche nordique et fontaine à neige.
Le port d'un maillot de bain et de sandales est obligatoire. Les cellulaires, la cigarette et les boissons alcoolisées sont interdits.

L'accès au Spa du Verger et à l'Expérience thermale est réservé aux personnes de 16 ans et plus.

Les enfants de 6 à 15 ans peuvent accompagner leurs parents dans les bassins extérieurs entre 9 h et midi durant l'été et entre 14 h 30 et 17 h 30 durant l'hiver.","/s/p/spa_du_verger_1_1.jpg","Désactivé","francais","Catalogue, Recherche","[ USE DEFAULT ]","virtual","Taxable Goods"
"barcodeticket","Adults","Rock Story","rockstory","","4,8","","","38.2700","base","rockstory","Salle Multi","000000","","<p><span style=""color: #3366ff; font-size: medium;"">Rock Story</span></p>
<p><em><strong>4 Decembre 2014 &agrave; 20h</strong></em></p>
<p><span>10e anniversaire de ce spectacle musical qui passe en revue les plus grands succ&egrave;s rock des ann&eacute;es '70 et '80! Avec Jean Ravel.</span></p>
<p><span><strong>Billets</strong></span></p>
<p><span>Les billets pour ce spectacle sont offerts au co&ucirc;t de :<br /></span>Pr&eacute;vente: 40 $ taxes incluses<br />R&eacute;gulier: 44 $ taxes incluses</p>
<p><em>La pr&eacute;vente se termine le 20 novembre 2014</em></p>
<p><strong>Lieu:</strong></p>
<p>Salle Multi&nbsp;&agrave; l'H&ocirc;tel La Ferme<br />50 , rue de la Ferme<br />Baie-Saint-Paul, Qc<br />G3Z 0G2</p>
<p><strong>&nbsp;</strong><strong>Pour information:</strong></p>
<p>418-240-4124 poste 4052</p>","<p><span style=""font-size: 12px;""><strong>Date :</strong>&nbsp;Jeudi le 4 d&eacute;cembre 2014</span></p>
<p><span style=""font-size: 12px;""><strong> Heure :</strong> 20 h, a</span><span style=""font-size: 12px;"">dmission g&eacute;n&eacute;rale </span></p>
<p><strong><span style=""font-size: 12px;"">Prix taxes incluses :</span></strong></p>
<p><span style=""font-size: 12px;"">Pr&eacute;vente: 40 $&nbsp;</span></p>
<p><span style=""font-size: 12px;"">R&eacute;gulier: 44 $</span></p>
<p><em>La pr&eacute;vente se termine le 4 novembre 2014</em></p>
<p><span style=""font-size: 12px;""><br /></span></p>","/r/o/rockstory.png","Désactivé","francais","Catalogue, Recherche","[ USE DEFAULT ]","virtual","Taxable Goods"
"barcodeticket","Children","François Bellefeuille","bellefeuille","","4,8,100","","","37.4000","base","fbellefeuille","Salle Multi","000000","","<p><span style=""color: #3366ff; font-size: medium;"">Francois Bellefeuille</span></p>
<p><em><strong>27 F&eacute;vrier 2015 &agrave; 20h</strong></em></p>
<p>&nbsp;</p>
<p><span><strong>Billets</strong></span></p>
<p><span>Les billets pour ce spectacle sont offerts au co&ucirc;t de :<br /></span>Pr&eacute;vente: 41 $ taxes incluses<br />R&eacute;gulier: 43 $ taxes incluses</p>
<p><em>La pr&eacute;vente se termine le 13 f&eacute;vrier 2015</em></p>
<p><strong>Lieu:</strong></p>
<p>Salle Multi&nbsp;&agrave; l'H&ocirc;tel La Ferme<br />50 , rue de la Ferme<br />Baie-Saint-Paul, Qc<br />G3Z 0G2</p>
<p><strong>&nbsp;</strong><strong>Pour information:</strong></p>
<p>418-240-4124 poste 4052</p>","<p><em><strong>27 F&eacute;vrier 2015 &agrave; 20h</strong></em></p>
<p>&nbsp;</p>
<p><span><strong>Billets</strong></span></p>
<p><span>Les billets pour ce spectacle sont offerts au co&ucirc;t de :<br /></span>Pr&eacute;vente: 41 $ taxes incluses<br />R&eacute;gulier: 43 $ taxes incluses</p>
<p><em>La pr&eacute;vente se termine le 27 Janvier 2015</em></p>
<p><strong>Lieu:</strong></p>
<p>Salle Multi&nbsp;&agrave; l'H&ocirc;tel La Ferme<br />50 , rue de la Ferme<br />Baie-Saint-Paul, Qc<br />G3Z 0G2</p>
<p><strong>&nbsp;</strong><strong>Pour information:</strong></p>
<p>418-240-4124 poste 4052</p>","/f/r/francois-bellefeuille.png","Désactivé","francais","Catalogue, Recherche","NOT LOGGED IN , General , Membre","virtual","Taxable Goods"
"barcodeticket","Children","Kevin Parent","parent","","4,8,100","","","30.4400","base","kevinparent","Salle Multi","000000","","<p><span style=""color: #3366ff; font-size: medium;"">Kevin Parent</span></p>
<p><em><strong>10 Avril 2015 &agrave; 20h</strong></em></p>
<p>&nbsp;</p>
<p><span><strong>Billets</strong></span></p>
<p><span>Les billets pour ce spectacle sont offerts au co&ucirc;t de :<br /></span>Pr&eacute;vente: 32 $ taxes incluses<br />R&eacute;gulier: 35 $ taxes incluses</p>
<p><em>La pr&eacute;vente se termine le 27 mars 2015</em></p>
<p><strong>Lieu:</strong></p>
<p>Salle Multi&nbsp;&agrave; l'H&ocirc;tel La Ferme<br />50 , rue de la Ferme<br />Baie-Saint-Paul, Qc<br />G3Z 0G2</p>
<p><strong>&nbsp;</strong><strong>Pour information:</strong></p>
<p>418-240-4124 poste 4052</p>","<p><em><strong>10 Avril 2015 &agrave; 20h</strong></em></p>
<p>&nbsp;</p>
<p><span><strong>Billets</strong></span></p>
<p><span>Les billets pour ce spectacle sont offerts au co&ucirc;t de :<br /></span>Pr&eacute;vente: 32 $ taxes incluses<br />R&eacute;gulier: 35 $ taxes incluses</p>
<p><em>La pr&eacute;vente se termine le 10 mars 2015</em></p>
<p><strong>Lieu:</strong></p>
<p>Salle Multi&nbsp;&agrave; l'H&ocirc;tel La Ferme<br />50 , rue de la Ferme<br />Baie-Saint-Paul, Qc<br />G3Z 0G2</p>
<p><strong>&nbsp;</strong><strong>Pour information:</strong></p>
<p>418-240-4124 poste 4052</p>","/p/a/parent.png","Désactivé","francais","Catalogue, Recherche","[ USE DEFAULT ]","virtual","Taxable Goods"
"barcodeticket","Children","Isabelle Boulay","boulay","","4,8,100","","","46.9700","base","iboulay","Salle Multi","000000","","<p><span style=""color: #3366ff; font-size: medium;"">Isabelle Boulay</span></p>
<p><em><strong>02 Mai 2015 &agrave; 20h</strong></em></p>
<p>&nbsp;</p>
<p><span><strong>Billets</strong></span></p>
<p><span>Les billets pour ce spectacle sont offerts au co&ucirc;t de :<br /></span>Pr&eacute;vente: 50 $ taxes incluses<br />R&eacute;gulier: 54 $ taxes incluses</p>
<p><em>La pr&eacute;vente se termine le 18 avril 2015</em></p>
<p><strong>Lieu:</strong></p>
<p>Salle Multi&nbsp;&agrave; l'H&ocirc;tel La Ferme<br />50 , rue de la Ferme<br />Baie-Saint-Paul, Qc<br />G3Z 0G2</p>
<p><strong>&nbsp;</strong><strong>Pour information:</strong></p>
<p>418-240-4124 poste 4052</p>","<p><span style=""color: #3366ff; font-size: medium;"">Isabelle Boulay</span></p>
<p><em><strong>02 Mai 2015 &agrave; 20h</strong></em></p>
<p>&nbsp;</p>
<p><span><strong>Billets</strong></span></p>
<p><span>Les billets pour ce spectacle sont offerts au co&ucirc;t de :<br /></span>Pr&eacute;vente: 50 $ taxes incluses<br />R&eacute;gulier: 54 $ taxes incluses</p>
<p><em>La pr&eacute;vente se termine le 02 avril 2015</em></p>
<p><strong>Lieu:</strong></p>
<p>Salle Multi&nbsp;&agrave; l'H&ocirc;tel La Ferme<br />50 , rue de la Ferme<br />Baie-Saint-Paul, Qc<br />G3Z 0G2</p>
<p><strong>&nbsp;</strong><strong>Pour information:</strong></p>
<p>418-240-4124 poste 4052</p>","/b/o/boulay.png","Activé","francais","Catalogue, Recherche","[ USE DEFAULT ]","virtual","Taxable Goods"
"barcodeticket","","Expérience Thermale Vendredi / Samedi / Dimanche Station Blu Taxes Incluses","bluevsd","","13,69","Baie Saint-Paul","Baie Saint-Paul","45.0000","base","bluexpvensamdim","","000000","","<p>INCLUS: gourde souvenir, pr&ecirc;t de deux serviettes, casier &agrave; cl&eacute; et un sac biod&eacute;gradable pour maillot mouill&eacute;.<br /> Le port du maillot et des sandales est obligatoire. <br />Peignoir disponible en location au co&ucirc;t de 8.00 $. <br />Prix sujet &agrave; changement sans pr&eacute;avis. <br /><span style=""color: #ff0000;"">Attention Uniquement valide les Vendredi, Samedi et Dimanche</span></p>","<p>INCLUS: gourde souvenir, pr&ecirc;t de deux serviettes, casier &agrave; cl&eacute; et un sac biod&eacute;gradable pour maillot mouill&eacute;.<br /> Le port du maillot et des sandales est obligatoire. <br />Peignoir disponible en location au co&ucirc;t de 8.00 $. <br />Prix sujet &agrave; changement sans pr&eacute;avis. <br /><span style=""color: #ff0000;"">Attention Uniquement valide les Vendredi, Samedi et Dimanche</span></p>","/l/o/logo-stationblucouleur_fondblanc-f_2.jpg","Désactivé","francais","Catalogue, Recherche","[ USE DEFAULT ]","virtual","Taxable Goods"
"barcodeticket","","Expérience Thermale Lundi au Jeudi Station Blu Taxes Incluses","bluelj","","13,69","Baie Saint-Paul","Baie Saint-Paul","39.0000","base","bluexplunjeu","","000000","","<p>INCLUS: gourde souvenir, pr&ecirc;t de deux serviettes, casier &agrave; cl&eacute; et un sac biod&eacute;gradable pour maillot mouill&eacute;.<br /> Le port du maillot et des sandales est obligatoire. <br />Peignoir disponible en location au co&ucirc;t de 8.00 $. <br />Prix sujet &agrave; changement sans pr&eacute;avis. <br /><span style=""color: #ff0000;"">Attention Uniquement valide du Lundi au Jeudi</span></p>","<p>INCLUS: gourde souvenir, pr&ecirc;t de deux serviettes, casier &agrave; cl&eacute; et un sac biod&eacute;gradable pour maillot mouill&eacute;.<br /> Le port du maillot et des sandales est obligatoire. <br />Peignoir disponible en location au co&ucirc;t de 8.00 $. <br />Prix sujet &agrave; changement sans pr&eacute;avis. <br /><span style=""color: #ff0000;"">Attention Uniquement valide du Lundi au Jeudi</span></p>","/l/o/logo-stationblucouleur_fondblanc-f_1.jpg","Désactivé","francais","Catalogue, Recherche","[ USE DEFAULT ]","virtual","Taxable Goods"
"barcodeticket","","Expérience Thermale Apres 17h Station Blu Taxes Incluses","blue17","","13,69","Baie Saint-Paul","Baie Saint-Paul","29.0000","base","blu17h","","000000","","<p>INCLUS: gourde souvenir, pr&ecirc;t de deux serviettes, casier &agrave; cl&eacute; et un sac biod&eacute;gradable pour maillot mouill&eacute;.<br /> Le port du maillot et des sandales est obligatoire. <br />Peignoir disponible en location au co&ucirc;t de 8.00 $. <br />Prix sujet &agrave; changement sans pr&eacute;avis. <br /><span style=""color: #ff0000;"">Attention Uniquement valide apr&egrave;s 17h</span></p>","<p>INCLUS: gourde souvenir, pr&ecirc;t de deux serviettes, casier &agrave; cl&eacute; et un sac biod&eacute;gradable pour maillot mouill&eacute;.<br /> Le port du maillot et des sandales est obligatoire. <br />Peignoir disponible en location au co&ucirc;t de 8.00 $. <br />Prix sujet &agrave; changement sans pr&eacute;avis. <br /><span style=""color: #ff0000;"">Attention Uniquement valide apr&egrave;s 17h</span></p>","/l/o/logo-stationblucouleur_fondblanc-f.jpg","Désactivé","francais","Catalogue, Recherche","[ USE DEFAULT ]","virtual","Taxable Goods"
"barcodeticket","","Location vélo avec assistance électrique -  journée (6h)","","","13,67","","","78.2800","base","checojourne","","","","<p><span>Quoi de plus sympathique que de d&eacute;couvrir les beaut&eacute;s de Charlevoix au rythme lent de ses mar&eacute;es, sans efforts et en toute libert&eacute; ? En route vers une plan&egrave;te verte, Charlevoix &Eacute;co-Mobilit&eacute; met &laquo; l&rsquo;&eacute;paule &agrave; la roue &raquo; en offrant une exp&eacute;rience &agrave; la fois ludique, enrichissante et respectueuse. Ne reste qu&rsquo;&agrave; poser le pied &agrave; l&rsquo;&eacute;trier. Du littoral jusqu&rsquo;aux fronti&egrave;res de l&rsquo;arri&egrave;re-pays, Charlevoix r&eacute;serve son lot de surprises &agrave; qui sait ouvrir l&rsquo;&oelig;il et tendre l&rsquo;oreille. &Agrave; v&eacute;lo, en v&eacute;lo-taxi ou en moto - en formule solo ou en version guid&eacute;e -, on entre en contact avec le paysage, les gens et le terroir r&eacute;gional, d&eacute;couvrant ainsi tous les secrets d&rsquo;une r&eacute;gion riche et inspirante, au c&oelig;ur de la R&eacute;serve mondiale de la Biosph&egrave;re</span></p>
<p><strong>Location 6 heures</strong></p>","<p><span>Quoi de plus sympathique que de d&eacute;couvrir les beaut&eacute;s de Charlevoix au rythme lent de ses mar&eacute;es, sans efforts et en toute libert&eacute; ? En route vers une plan&egrave;te verte, Charlevoix &Eacute;co-Mobilit&eacute; met &laquo; l&rsquo;&eacute;paule &agrave; la roue &raquo; en offrant une exp&eacute;rience &agrave; la fois ludique, enrichissante et respectueuse. Ne reste qu&rsquo;&agrave; poser le pied &agrave; l&rsquo;&eacute;trier. Du littoral jusqu&rsquo;aux fronti&egrave;res de l&rsquo;arri&egrave;re-pays, Charlevoix r&eacute;serve son lot de surprises &agrave; qui sait ouvrir l&rsquo;&oelig;il et tendre l&rsquo;oreille. &Agrave; v&eacute;lo, en v&eacute;lo-taxi ou en moto - en formule solo ou en version guid&eacute;e -, on entre en contact avec le paysage, les gens et le terroir r&eacute;gional, d&eacute;couvrant ainsi tous les secrets d&rsquo;une r&eacute;gion riche et inspirante, au c&oelig;ur de la R&eacute;serve mondiale de la Biosph&egrave;re</span></p>
<p><strong>Location 6 heures</strong></p>","/c/h/charlevoix-eco-mobilite-logo_5.jpg","Activé","francais","Catalogue, Recherche","[ USE DEFAULT ]","booking","Taxable Goods"
"barcodeticket","","Location vélo avec assistance électrique - demi journée (3h)","","","13,67","","","52.1900","base","checodemi","","","","<p><span>Quoi de plus sympathique que de d&eacute;couvrir les beaut&eacute;s de Charlevoix au rythme lent de ses mar&eacute;es, sans efforts et en toute libert&eacute; ? En route vers une plan&egrave;te verte, Charlevoix &Eacute;co-Mobilit&eacute; met &laquo; l&rsquo;&eacute;paule &agrave; la roue &raquo; en offrant une exp&eacute;rience &agrave; la fois ludique, enrichissante et respectueuse. Ne reste qu&rsquo;&agrave; poser le pied &agrave; l&rsquo;&eacute;trier. Du littoral jusqu&rsquo;aux fronti&egrave;res de l&rsquo;arri&egrave;re-pays, Charlevoix r&eacute;serve son lot de surprises &agrave; qui sait ouvrir l&rsquo;&oelig;il et tendre l&rsquo;oreille. &Agrave; v&eacute;lo, en v&eacute;lo-taxi ou en moto - en formule solo ou en version guid&eacute;e -, on entre en contact avec le paysage, les gens et le terroir r&eacute;gional, d&eacute;couvrant ainsi tous les secrets d&rsquo;une r&eacute;gion riche et inspirante, au c&oelig;ur de la R&eacute;serve mondiale de la Biosph&egrave;re</span></p>
<p><strong>Location 3 heures</strong></p>","<p><span>Quoi de plus sympathique que de d&eacute;couvrir les beaut&eacute;s de Charlevoix au rythme lent de ses mar&eacute;es, sans efforts et en toute libert&eacute; ? En route vers une plan&egrave;te verte, Charlevoix &Eacute;co-Mobilit&eacute; met &laquo; l&rsquo;&eacute;paule &agrave; la roue &raquo; en offrant une exp&eacute;rience &agrave; la fois ludique, enrichissante et respectueuse. Ne reste qu&rsquo;&agrave; poser le pied &agrave; l&rsquo;&eacute;trier. Du littoral jusqu&rsquo;aux fronti&egrave;res de l&rsquo;arri&egrave;re-pays, Charlevoix r&eacute;serve son lot de surprises &agrave; qui sait ouvrir l&rsquo;&oelig;il et tendre l&rsquo;oreille. &Agrave; v&eacute;lo, en v&eacute;lo-taxi ou en moto - en formule solo ou en version guid&eacute;e -, on entre en contact avec le paysage, les gens et le terroir r&eacute;gional, d&eacute;couvrant ainsi tous les secrets d&rsquo;une r&eacute;gion riche et inspirante, au c&oelig;ur de la R&eacute;serve mondiale de la Biosph&egrave;re</span></p>
<p><strong>Location 3 heures</strong></p>","/c/h/charlevoix-eco-mobilite-logo_6.jpg","Activé","francais","Catalogue, Recherche","[ USE DEFAULT ]","booking","Taxable Goods"
"barcodeticket","","Location vélo avec assistance électrique -1 heure","","","13,67","","","26.0900","base","checolocvelelec1h","","","","<p><span>Quoi de plus sympathique que de d&eacute;couvrir les beaut&eacute;s de Charlevoix au rythme lent de ses mar&eacute;es, sans efforts et en toute libert&eacute; ? En route vers une plan&egrave;te verte, Charlevoix &Eacute;co-Mobilit&eacute; met &laquo; l&rsquo;&eacute;paule &agrave; la roue &raquo; en offrant une exp&eacute;rience &agrave; la fois ludique, enrichissante et respectueuse. Ne reste qu&rsquo;&agrave; poser le pied &agrave; l&rsquo;&eacute;trier. Du littoral jusqu&rsquo;aux fronti&egrave;res de l&rsquo;arri&egrave;re-pays, Charlevoix r&eacute;serve son lot de surprises &agrave; qui sait ouvrir l&rsquo;&oelig;il et tendre l&rsquo;oreille. &Agrave; v&eacute;lo, en v&eacute;lo-taxi ou en moto - en formule solo ou en version guid&eacute;e -, on entre en contact avec le paysage, les gens et le terroir r&eacute;gional, d&eacute;couvrant ainsi tous les secrets d&rsquo;une r&eacute;gion riche et inspirante, au c&oelig;ur de la R&eacute;serve mondiale de la Biosph&egrave;re</span></p>
<p><strong>Location 1 heure</strong></p>","<p><span>Quoi de plus sympathique que de d&eacute;couvrir les beaut&eacute;s de Charlevoix au rythme lent de ses mar&eacute;es, sans efforts et en toute libert&eacute; ? En route vers une plan&egrave;te verte, Charlevoix &Eacute;co-Mobilit&eacute; met &laquo; l&rsquo;&eacute;paule &agrave; la roue &raquo; en offrant une exp&eacute;rience &agrave; la fois ludique, enrichissante et respectueuse. Ne reste qu&rsquo;&agrave; poser le pied &agrave; l&rsquo;&eacute;trier. Du littoral jusqu&rsquo;aux fronti&egrave;res de l&rsquo;arri&egrave;re-pays, Charlevoix r&eacute;serve son lot de surprises &agrave; qui sait ouvrir l&rsquo;&oelig;il et tendre l&rsquo;oreille. &Agrave; v&eacute;lo, en v&eacute;lo-taxi ou en moto - en formule solo ou en version guid&eacute;e -, on entre en contact avec le paysage, les gens et le terroir r&eacute;gional, d&eacute;couvrant ainsi tous les secrets d&rsquo;une r&eacute;gion riche et inspirante, au c&oelig;ur de la R&eacute;serve mondiale de la Biosph&egrave;re</span></p>
<p><strong>Location 1 heure</strong></p>","/c/h/charlevoix-eco-mobilite-logo_7.jpg","Activé","francais","Catalogue, Recherche","[ USE DEFAULT ]","booking","Taxable Goods"
"barcodeticket","","Excursion en Vélo-Taxi  (Quai Historique)","","","13,67","","","45.0000","base","checovelgar","","","","<p>Rickshaw, pousse-pousse, triporteur&hellip;le v&eacute;lo-taxi trouve ses racines dans de nombreux pays du monde. &nbsp;Mais c&rsquo;est ici, dans Charlevoix, que l&rsquo;&eacute;nergie et le confort est &agrave; son meilleur. Le v&eacute;lo-taxi &nbsp;&eacute;lectrique est le &nbsp;moyen id&eacute;al de se laisser emporter au c&oelig;ur de paysages plus grands que nature, l&agrave; o&ugrave; l&rsquo;histoire a tant &agrave; raconter. Nos chauffeurs seront vos guides afin d&rsquo;offrir une exp&eacute;rience riche en apprentissages et en d&eacute;couvertes. Offerts en trois langues &ndash; fran&ccedil;ais, anglais, espagnol &ndash;, les l&eacute;gendes, anecdotes et pages d&rsquo;histoires sont ici racont&eacute;es au fil d&rsquo;un trajet savamment dessin&eacute;, entre le littoral et les quartiers porteurs d&rsquo;histoire. Nos v&eacute;los-taxis jaune canari sont &eacute;quip&eacute;s pour prot&eacute;ger les passagers du soleil, de la pluie et du froid. Aucune raison de ne pas en profiter !</p>
<p><strong>Dur&eacute;e du trajet: 50 minutes</strong></p>
<p><strong>Maximum de 2 personnes</strong></p>
<h2><span style=""font-family: arial, helvetica, sans-serif;""><br /></span></h2>","<p>Rickshaw, pousse-pousse, triporteur&hellip;le v&eacute;lo-taxi trouve ses racines dans de nombreux pays du monde. &nbsp;Mais c&rsquo;est ici, dans Charlevoix, que l&rsquo;&eacute;nergie et le confort est &agrave; son meilleur. Le v&eacute;lo-taxi &nbsp;&eacute;lectrique est le &nbsp;moyen id&eacute;al de se laisser emporter au c&oelig;ur de paysages plus grands que nature, l&agrave; o&ugrave; l&rsquo;histoire a tant &agrave; raconter. Nos chauffeurs seront vos guides afin d&rsquo;offrir une exp&eacute;rience riche en apprentissages et en d&eacute;couvertes. Offerts en trois langues &ndash; fran&ccedil;ais, anglais, espagnol &ndash;, les l&eacute;gendes, anecdotes et pages d&rsquo;histoires sont ici racont&eacute;es au fil d&rsquo;un trajet savamment dessin&eacute;, entre le littoral et les quartiers porteurs d&rsquo;histoire. Nos v&eacute;los-taxis jaune canari sont &eacute;quip&eacute;s pour prot&eacute;ger les passagers du soleil, de la pluie et du froid. Aucune raison de ne pas en profiter !</p>
<p><strong>Dur&eacute;e du trajet: 50 minutes</strong></p>
<p><strong>Maximum de 2 personnes</strong></p>
<h2><span style=""font-family: arial, helvetica, sans-serif;""><br /></span></h2>","/c/h/charlevoix-eco-mobilite-logo_8.jpg","Activé","francais","Catalogue, Recherche","[ USE DEFAULT ]","booking","Taxable Goods"
"barcodeticket","","Excursion en Vélo-Taxi  (Centre ville historique)","","","13,67","","","25.0000","base","checovtaxcvil","","","","<p>Rickshaw, pousse-pousse, triporteur&hellip;le v&eacute;lo-taxi trouve ses racines dans de nombreux pays du monde. &nbsp;Mais c&rsquo;est ici, dans Charlevoix, que l&rsquo;&eacute;nergie et le confort est &agrave; son meilleur. Le v&eacute;lo-taxi &nbsp;&eacute;lectrique est le &nbsp;moyen id&eacute;al de se laisser emporter au c&oelig;ur de paysages plus grands que nature, l&agrave; o&ugrave; l&rsquo;histoire a tant &agrave; raconter. Nos chauffeurs seront vos guides afin d&rsquo;offrir une exp&eacute;rience riche en apprentissages et en d&eacute;couvertes. Offerts en trois langues &ndash; fran&ccedil;ais, anglais, espagnol &ndash;, les l&eacute;gendes, anecdotes et pages d&rsquo;histoires sont ici racont&eacute;es au fil d&rsquo;un trajet savamment dessin&eacute;, entre le littoral et les quartiers porteurs d&rsquo;histoire. Nos v&eacute;los-taxis jaune canari sont &eacute;quip&eacute;s pour prot&eacute;ger les passagers du soleil, de la pluie et du froid. Aucune raison de ne pas en profiter !</p>
<p><strong>Dur&eacute;e du trajet: 25 minutes</strong></p>
<p><strong>Maximum de 2 personnes</strong></p>
<h2><span style=""font-family: arial, helvetica, sans-serif;""><br /></span></h2>","<p>Rickshaw, pousse-pousse, triporteur&hellip;le v&eacute;lo-taxi trouve ses racines dans de nombreux pays du monde. &nbsp;Mais c&rsquo;est ici, dans Charlevoix, que l&rsquo;&eacute;nergie et le confort est &agrave; son meilleur. Le v&eacute;lo-taxi &nbsp;&eacute;lectrique est le &nbsp;moyen id&eacute;al de se laisser emporter au c&oelig;ur de paysages plus grands que nature, l&agrave; o&ugrave; l&rsquo;histoire a tant &agrave; raconter. Nos chauffeurs seront vos guides afin d&rsquo;offrir une exp&eacute;rience riche en apprentissages et en d&eacute;couvertes. Offerts en trois langues &ndash; fran&ccedil;ais, anglais, espagnol &ndash;, les l&eacute;gendes, anecdotes et pages d&rsquo;histoires sont ici racont&eacute;es au fil d&rsquo;un trajet savamment dessin&eacute;, entre le littoral et les quartiers porteurs d&rsquo;histoire. Nos v&eacute;los-taxis jaune canari sont &eacute;quip&eacute;s pour prot&eacute;ger les passagers du soleil, de la pluie et du froid. Aucune raison de ne pas en profiter !</p>
<p>&nbsp;</p>
<p><strong>Dur&eacute;e du trajet: 25 minutes</strong></p>
<p><strong>Maximum de 2 personnes</strong></p>
<h2><span style=""font-family: arial, helvetica, sans-serif;""><br /></span></h2>","/c/h/charlevoix-eco-mobilite-logo_9.jpg","Activé","francais","Catalogue, Recherche","[ USE DEFAULT ]","booking","Taxable Goods"
